timestamp,open,high,low,close,volume
1767342000,1.2785050816,1.2810620918,1.2759480715,1.2785050816,1388
1767342300,1.2787607826,1.2818298085,1.2762032611,1.2792722870,1389
1767342600,1.2790165348,1.2825977811,1.2764585017,1.2800397480,1390
1767342900,1.2792723381,1.2833660096,1.2767137934,1.2808074649,1391
1767343200,1.2795281926,1.2820872490,1.2754337024,1.2779927587,1392
1767343500,1.2797840982,1.2823436664,1.2762007027,1.2787602709,1393
1767343800,1.2800400550,1.2826001351,1.2769679589,1.2795280390,1394
1767344100,1.2802960630,1.2828566552,1.2777354709,1.2802960630,1395
1767344400,1.2805521223,1.2836254474,1.2779910180,1.2810643431,1396
1767344700,1.2808082327,1.2843944957,1.2782466162,1.2818328793,1397
1767345000,1.2810643943,1.2851638004,1.2785022655,1.2826016716,1398
1767345300,1.2813206072,1.2838832484,1.2772203813,1.2797830225,1399
1767345600,1.2815768713,1.2841400251,1.2779884561,1.2805516098,1400
1767345900,1.2818331867,1.2843968531,1.2787567871,1.2813204534,1401
1767346200,1.2820895533,1.2846537325,1.2795253742,1.2820895533,1402
1767346500,1.2823459713,1.2854236016,1.2797812793,1.2828589096,1403
1767346800,1.2826024404,1.2861937273,1.2800372356,1.2836285224,1404
1767347100,1.2828589609,1.2869641096,1.2802932430,1.2843983917,1405
1767347400,1.2831155327,1.2856817638,1.2790095630,1.2815757941,1406
1767347700,1.2833721558,1.2859389001,1.2797787138,1.2823454581,1407
1767348000,1.2836288303,1.2861960879,1.2805481211,1.2831153787,1408
1767348300,1.2838855560,1.2864533271,1.2813177849,1.2838855560,1409
1767348600,1.2841423331,1.2872242747,1.2815740485,1.2846559901,1410
1767348900,1.2843991616,1.2879954793,1.2818303633,1.2854266809,1411
1767349200,1.2846560414,1.2887669408,1.2820867294,1.2861976287,1412
1767349500,1.2849129727,1.2874827986,1.2808012511,1.2833710771,1413
1767349800,1.2851699552,1.2877402952,1.2815714794,1.2841418193,1414
1767350100,1.2854269892,1.2879978432,1.2823419645,1.2849128184,1415
1767350400,1.2856840746,1.2882554428,1.2831127065,1.2856840746,1416
1767350700,1.2859412115,1.2890274704,1.2833693290,1.2864555879,1417
1767351000,1.2861983997,1.2897997552,1.2836260029,1.2872273584,1418
1767351300,1.2864556394,1.2905722974,1.2838827281,1.2879993861,1419
